title,timesCited,year,percentNonCS,numAuths
Using Cohesion and Coupling for Software Remodularization: Is It Enough?,36,2016,12.1212121212121,4
The Effect of Program and Model Structure on the Effectiveness of MC/DC Test Adequacy Coverage,16,2016,20.0,5
Stochastic Performance Analysis of Global Software Development Teams,3,2016,8.86075949367089,6
Hierarchical Program Paths,4,2016,9.52380952380952,3
Understanding JavaScript Event-Based Interactions with Clematis,8,2016,10.8695652173913,4
Inflow and Retention in OSS Communities with Commercial Involvement: A Case Study of Three Hybrid Projects,23,2016,16.2790697674419,5
Concurrency Debugging with Differential Schedule Projections,22,2016,23.943661971831,4
Control Explicit--Data Symbolic Model Checking,2,2016,10.3896103896104,3
Less is More: Estimating Probabilistic Rewards over Partial System Explorations,4,2016,16.6666666666667,3
SIP: Optimal Product Selection from Feature Models Using Many-Objective Evolutionary Optimization,50,2016,6.77966101694915,5
DiaPro: Unifying Dynamic Impact Analyses for Improved and Variable Cost-Effectiveness,6,2016,16.6666666666667,3
A Stack Memory Abstraction and Symbolic Analysis Framework for Executables,4,2016,7.69230769230769,6
Understanding Integer Overflow in C/C++,141,2015,47.3684210526316,4
Intelligent Code Completion with Bayesian Networks,27,2015,6.45161290322581,3
Combining Genetic Algorithms and Constraint Programming to Support Stress Testing of Task Deadlines,16,2015,18.6440677966102,4
Do Automatically Generated Test Cases Make Debugging Easier? An Experimental Assessment of Debugging Effectiveness and Efficiency,18,2015,12.1212121212121,5
Test Case Prioritization Using Extended Digraphs,6,2015,14.6666666666667,2
Boa: Ultra-Large-Scale Software Repository and Source-Code Mining,44,2015,18.3673469387755,4
The Effectiveness of Test Coverage Criteria for Relational Database Schema Integrity Constraints,17,2015,2.77777777777778,3
Type-Based Call Graph Construction Algorithms for Scala,6,2015,19.3548387096774,5
Estimating Semantic Relatedness in Source Code,13,2015,14.2857142857143,2
Guidelines for Coverage-Based Comparisons of Non-Adequate Test Suites,19,2015,14.2857142857143,6
Does Automated Unit Test Generation Really Help Software Testers? A Controlled Empirical Study,42,2015,7.14285714285714,5
Effective Techniques for Static Race Detection in Java Parallel Loops,9,2015,12.8571428571429,2
"Data Model Property Inference, Verification, and Repair for Web Applications",3,2015,9.80392156862745,3
Automated Support for Reproducing and Debugging Field Failures,5,2015,16.0,2
aToucan: An Automated Framework to Derive UML Analysis Models from Use Case Models,48,2015,22.8070175438596,3
Documenting Design-Pattern Instances: A Family of Experiments on Source-Code Comprehensibility,19,2015,4.76190476190476,5
Deciding Type-Based Partial-Order Constraints for Path-Sensitive Analysis,1,2015,15.5555555555556,3
Automatic Workarounds: Exploiting the Intrinsic Redundancy of Web Applications,13,2015,7.93650793650794,4
Many-Objective Software Remodularization Using NSGA-III,96,2015,8.86075949367089,7
Software Change Contracts,8,2015,15.7894736842105,4
Platys: An Active Learning Framework for Place-Aware Application Development and Its Evaluation,24,2015,18.0555555555556,2
A Baseline Model for Software Effort Estimation,45,2015,20.4081632653061,3
Residual Investigation: Predictive and Precise Bug Detection,15,2014,14.0350877192982,4
A Large-Scale Evaluation of Automated Unit Test Generation Using EvoSuite,81,2014,6.75675675675676,2
Conditional Commitments: Reasoning and Model Checking,14,2014,12.7272727272727,5
A Unified Test Case Prioritization Approach,61,2014,19.2307692307692,5
Formal Verification of Software Countermeasures against Side-Channel Attacks,29,2014,9.30232558139535,3
When and How to Use Multilevel Modelling,86,2014,26.6666666666667,3
Assessing the Effect of Screen Mockups on the Comprehension of Functional Requirements,25,2014,8.82352941176471,5
A Continuous ASM Modelling Approach to Pacemaker Sensing,9,2014,28.0701754385965,4
Directed Incremental Symbolic Execution,21,2014,18.0,4
Mining Unit Tests for Discovery and Migration of Math APIs,4,2014,16.9491525423729,3
Combining Centralised and Distributed Testing,11,2014,7.40740740740741,1
Code-Smell Detection as a Bilevel Problem,44,2014,10.958904109589,4
Automated Detection of Client-State Manipulation Vulnerabilities,16,2014,17.7777777777778,5
DIG: A Dynamic Invariant Generator for Polynomial and Array Invariants,20,2014,13.6363636363636,7
On the Comprehension of Program Comprehension,98,2014,13.6363636363636,7
Amplifying Tests to Validate Exception Handling Code: An Extended Study in the Mobile Application Domain,59,2014,12.0,5
Some Code Smells Have a Significant but Small Effect on Faults,77,2014,7.79220779220779,7
Scaling Up Symbolic Analysis by Removing Z-Equivalent States,5,2014,10.5263157894737,7
"Peer Review on Open-Source Software Projects: Parameters, Statistical Models, and Theory",52,2014,16.1764705882353,7
Generating Test Cases for Programs that Are Coded against Interfaces and Annotations,11,2014,15.8730158730159,2
A Methodology for Exposing Risk in Achieving Emergent System Properties,5,2014,13.8888888888889,3
Scalable Runtime Bloat Detection Using Abstract Dynamic Slicing,17,2014,24.3589743589744,6
GreASE: A Tool for Efficient “Nonequivalence” Checking,,2014,12.7272727272727,4
Architecture-Level Configuration of Large-Scale Embedded Software Systems,10,2014,20.7547169811321,3
Solving the Search for Source Code,65,2014,19.6078431372549,3
Guided test generation for database applications via synthesized database interactions,30,2014,9.75609756097561,3
On the impact of UML analysis models on source-code comprehensibility and modifiability,31,2014,8.47457627118644,5
Degree-of-knowledge: Modeling a developer's knowledge of code,43,2014,18.6046511627907,5
Required behavior of sequence diagrams: Semantics and conformance,9,2014,17.4603174603175,2
A taxonomy for requirements engineering and software test alignment,,2014,6.06060606060606,3
ADAM: External dependency-driven architecture discovery and analysis of quality attributes,3,2014,5.66037735849057,2
Key factors for adopting inner source,47,2014,23.2323232323232,5
Exact scalable sensitivity analysis for the next release problem,24,2014,15.7894736842105,6
Dynamite: A tool for the verification of alloy models based on PVS,6,2014,23.0769230769231,3
Architecture-centric support for adaptive service collaborations,23,2014,12.5,3
Automated cookie collection testing,12,2014,23.75,2
Improving software modularization via automated analysis of latent topics and dependencies,88,2014,9.23076923076923,5
Do we need to handle every temporal violation in scientific workflow systems?,57,2014,7.5,4
Model-based synthesis of control software from system-level formal specifications,22,2014,10.6666666666667,4
Join point interfaces for safe and flexible decoupling of aspects,45,2014,22.0,3
Prevalence of coincidental correctness and mitigation of its impact on fault localization,50,2014,5.35714285714286,2
Traceability and SysML design slices to support safety inspections: A controlled experiment,46,2014,16.6666666666667,5
An in-depth study of the potentially confounding effect of class size in fault prediction,39,2014,15.929203539823,4
Test-and-adapt: An approach for improving service interchangeability,11,2013,9.61538461538462,3
A methodology for testing CPU emulators,7,2013,10.2564102564103,5
Exception handlers for healing component-based systems,11,2013,6.45161290322581,3
A theoretical analysis of the risk evaluation formulas for spectrum-based fault localization,185,2013,12.8205128205128,4
Path exploration based on symbolic output,45,2013,7.14285714285714,3
Path- and index-sensitive string analysis based on monadic second-order logic,69,2013,17.7777777777778,3
On software component co-installability,31,2013,15.0,2
Software effort estimation as a multiobjective learning problem,73,2013,9.83606557377049,2
A web-centred approach to end-user software engineering,8,2013,26.3157894736842,4
Portfolio: Searching for relevant functions and their usages in millions of lines of code,54,2013,12.5,5
Evaluating a query framework for software evolution data,10,2013,19.6078431372549,3
Precise memory leak detection for java software using container profiling,13,2013,15.2173913043478,2
Marple: Detecting faults in path segments using automatically generated analyses,4,2013,8.82352941176471,2
Fault localization prioritization: Comparing information-theoretic and coverage-based approaches,74,2013,6.45161290322581,3
Bounded satisfiability checking of metric temporal logic specifications,42,2013,5.88235294117647,3
The value of design rationale information,39,2013,10.2941176470588,5
Trading obliviousness for modularity with cooperative aspect-oriented programming,9,2013,16.3934426229508,2
An algebra of design patterns,33,2013,16.6666666666667,2
